,url,name,address,provider,MW_total_power,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,number,street,municipality,state,latitude,longitude
151,https://datacenters.com/h5-cleveland,H5 Data Centers: Cleveland Data Center,"1625 Rockwell Avenue, Cleveland, OH, USA",H5 Data Centers,10.0,10.57,150000.0,351000.0,1625,Rockwell Avenue,Cleveland,OH,41.50632687671233,-81.683262
152,https://datacenters.com/prime-prime-dallas-1515-round-table,Prime Data Centers: Prime Dallas - 1515 Round Table,"1515 Round Table Drive, Dallas, TX, USA",Prime Data Centers,6.0,1.25,24231.0,85747.0,1515,Round Table Drive,Dallas,TX,32.83790805,-96.87839317269456
153,https://datacenters.com/dataverge-brooklyn,DataVerge: Brooklyn Data Center,"882 3rd Avenue, Brooklyn, NY, USA",DataVerge,140.0,9.33,40000.0,50000.0,882,3rd Avenue,Brooklyn,NY,40.6579597,-74.00554875865322
154,https://datacenters.com/centersquare-seattle-se1-lynnwood,Centersquare: Seattle (SE1-Lynnwood) Data Center,"17300 Hwy 99, Lynnwood, Washington, USA",Centersquare,20.0,26.72,62395.0,103920.0,17300,Hwy 99,Lynnwood,Washington,47.841736299999994,-122.30171420535154
155,https://datacenters.com/equinix-dc1-ashburn,Equinix: DC1 Ashburn Data Center,"21711 Filigree Court, Ashburn, VA, USA",Equinix,2.4,4.35,19935.0,43356.0,21711,Filigree Court,Ashburn,VA,39.015528450000005,-77.46034102573952
156,https://datacenters.com/equinix-da7-plano,Equinix: DA7 Plano Data Center,"6653 Pinecrest Drive, Plano, TX, USA",Equinix,,17.4,37913.0,55201.0,6653,Pinecrest Drive,Plano,TX,33.062825797055936,-96.80951843575787
159,https://datacenters.com/digital-realty-new-york-ewr10,Digital Realty: New York EWR10 Data Center,"300 John F. Kennedy Blvd, Weehawken, NJ 07086, USA",Digital Realty,14.0,8.7,,370000.0,300,John F. Kennedy Blvd,Weehawken,NJ,40.7615218,-74.02602712192159
160,https://datacenters.com/fibertown-bryan,FIBERTOWN: Bryan Data Center,"110 N Main St, Bryan, TX, USA",FIBERTOWN,3.0,5.58,25000.0,47000.0,110,N Main St,Bryan,TX,30.673932428571426,-96.37343079591837
161,https://datacenters.com/cyrusone-phx1-phx8-phoenix,CyrusOne: PHX1-PHX8 Phoenix Data Center,"2335 South Ellis Street, Chandler, AZ, USA",CyrusOne,81.0,13.05,180000.0,1446438.0,2335,South Ellis Street,Chandler,AZ,33.2663856,-111.8820047924907
162,https://datacenters.com/qts-fort-worth-dallas,QTS Data Centers: Fort Worth - Dallas Data Center,"14100 Park Vista Boulevard, Fort Worth, TX, USA",QTS Data Centers,50.0,14.3,40000.0,300000.0,14100,Park Vista Boulevard,Fort Worth,TX,32.981432,-97.262693
164,https://datacenters.com/sba-edge-chicago,SBA Edge: Chicago Data Center,"603 Discovery Drive, West Chicago, IL, USA",SBA Edge,4.0,18.65,60000.0,80000.0,603,Discovery Drive,West Chicago,IL,41.875931,-88.2489668938641
165,https://datacenters.com/centersquare-bos1-waltham-campus,Centersquare: BOS1 Waltham Data Center Campus,"580 Winter Street, Waltham, MA, USA",Centersquare,16.0,12.43,107570.0,165968.0,580,Winter Street,Waltham,MA,42.39709206701546,-71.26718514277727
166,https://datacenters.com/equinix-mi6-doral,Equinix: MI6 Doral Data Center,"1525 Northwest 98th Court, Doral, FL, USA",Equinix,,3.73,75043.0,108336.0,1525,Northwest 98th Court,Doral,FL,25.78767745,-80.35468179280353
167,https://datacenters.com/databank-ord4-chicago-tri-state,DataBank: ORD4 Chicago Tri-State Data Center,"1808 Swift Drive, Oak Brook, IL, USA",DataBank,8.75,8.08,77510.0,147000.0,1808,Swift Drive,Oak Brook,IL,41.85429574427845,-87.92214194110039
168,https://datacenters.com/lumen-houston-1,Lumen: Houston 1 Data Center,"12001 North Freeway, Houston, TX, USA",Lumen,,4.98,14816.0,51300.0,12001,North Freeway,Houston,TX,29.8971063,-95.41238505
169,https://datacenters.com/copt-dc-6-manassas,COPT Data Center: DC-6 Manassas Data Center,"9651 Hornbaker Road, Manassas, VA, USA",COPT Data Center,16.0,14.3,100000.0,100000.0,9651,Hornbaker Road,Manassas,VA,38.74728305,-77.53182644813808
170,https://datacenters.com/centersquare-los-angeles-la2-irvine,Centersquare: Los Angeles (LA2-Irvine) Data Center,"2681 Kelvin Ave, Irvine, California, USA",Centersquare,15.0,1.87,70580.0,150000.0,2681,Kelvin Ave,Irvine,California,33.6847703,-117.83669561457309
171,https://datacenters.com/cyrusone-aus3-austin,CyrusOne: AUS3 Austin Data Center,"7100 Metropolis Drive, Austin, TX, USA",CyrusOne,24.0,1.87,120000.0,172000.0,7100,Metropolis Drive,Austin,TX,30.206951150000002,-97.70111931170717
172,https://datacenters.com/equinix-ch4-chicago,Equinix: CH4 Chicago Data Center,"350 East Cermak Road, Chicago, IL, USA",Equinix,8.2,16.78,23614.0,26560.0,350,East Cermak Road,Chicago,IL,41.85375365,-87.6183797609595
173,https://datacenters.com/flexential-atlanta-norcross,Flexential: Atlanta - Norcross Data Center,"2775 Northwoods Pkwy, Norcross, GA 30071, USA",Flexential,2.21,24.86,10000.0,32740.0,2775,Northwoods Pkwy,Norcross,GA,33.954730350000006,-84.1985251922619
174,https://datacenters.com/netrality-kc1-1102-grand-kansas-city,Netrality Data Centers: KC1 - 1102 Grand Kansas City Data Center,"1102 Grand Blvd, Kansas City, MO, USA",Netrality Data Centers,26.0,14.92,63300.0,110000.0,1102,Grand Blvd,Kansas City,MO,39.1009164,-94.58124144686099
176,https://datacenters.com/centersquare-msp1-shakopee-campus,Centersquare: MSP1 Shakopee Data Center Campus,"4450 Dean Lakes Boulevard, Shakopee, MN, USA",Centersquare,10.0,14.3,28900.0,50000.0,4450,Dean Lakes Boulevard,Shakopee,MN,44.780742610845856,-93.46395389243332
177,https://datacenters.com/digital-realty-chicago-ord011,Digital Realty: Chicago ORD011 Data Center,"600 South Federal Street, Chicago, IL, USA",Digital Realty,10.0,15.54,161547.0,162000.0,600,South Federal Street,Chicago,IL,41.87430605,-87.62994041963549
178,https://datacenters.com/ntt-global-va1-ashburn,NTT Global Data Centers: VA1 Ashburn Data Center,"44664 Guilford Drive, Ashburn, VA, USA",NTT Global Data Centers,28.4,4.98,7000.0,150000.0,44664,Guilford Drive,Ashburn,VA,39.022754899999995,-77.45482557908068
180,https://datacenters.com/amazon-aws-iad50-ashburn,Amazon AWS: IAD50 Ashburn,"21271 Smith Switch Road, Ashburn, VA, USA",Amazon AWS,,5.6,,120666.0,21271,Smith Switch Road,Ashburn,VA,39.027912650000005,-77.45749705034054
181,https://datacenters.com/sabey-sdc-austin,Sabey Data Centers: SDC Austin Data Center,"1300 Louis Henna Boulevard, Round Rock, TX, USA",Sabey Data Centers,84.0,19.89,,430000.0,1300,Louis Henna Boulevard,Round Rock,TX,30.488012150000003,-97.64711231655714
182,https://datacenters.com/equinix-ny1-newark,Equinix: NY1 Newark Data Center,"165 Halsey Street, Newark, NJ, USA",Equinix,0.9,3.1,21771.0,46465.0,165,Halsey Street,Newark,NJ,40.7367988,-74.17341306666667
183,https://datacenters.com/365-bca-boca-raton,365 Data Centers: BCA Boca Raton Data Center,"3500 Northwest Boca Raton Boulevard, Boca Raton, FL, USA",365 Data Centers,2.66,21.75,30400.0,49850.0,3500,Northwest Boca Raton Boulevard,Boca Raton,FL,26.3814312,-80.0836087
186,https://datacenters.com/netrality-210-north-tucker-st-louis,Netrality Data Centers: 210 North Tucker St. Louis Data Center,"210 North Tucker Boulevard, St. Louis, MO, USA",Netrality Data Centers,20.0,12.43,45200.0,442837.0,210,North Tucker Boulevard,St. Louis,MO,38.6291523713277,-90.19783326020627
187,https://datacenters.com/centersquare-iad3-sterling-campus,Centersquare: IAD3 Sterling Data Center Campus,"22860 International Drive, Sterling, VA, USA",Centersquare,47.0,4.0,556457.0,556457.0,22860,International Drive,Sterling,VA,38.983502599999994,-77.42392429785245
188,https://datacenters.com/tierpoint-nashville,TierPoint: Nashville Data Center,"311 Eddy Lane, Franklin, TN, USA",TierPoint,,16.16,26000.0,52000.0,311,Eddy Lane,Franklin,TN,35.92477703325057,-86.85689415336265
189,https://datacenters.com/coresite-va1-reston,CoreSite: VA1 Reston Data Center,"12100 Sunrise Valley Drive, Reston, VA, USA",CoreSite,,5.8,,201000.0,12100,Sunrise Valley Drive,Reston,VA,38.949067,-77.364672
190,https://datacenters.com/digital-realty-dallas-dfw28,Digital Realty: Dallas DFW28 Data Center,"850 East Collins Boulevard, Richardson, TX, USA",Digital Realty,15.0,19.3,121000.0,121366.0,850,East Collins Boulevard,Richardson,TX,32.9673234,-96.71332169367173
191,https://datacenters.com/flexential-phoenix-deer-valley,Flexential: Phoenix - Deer Valley Data Center,"1850 W Deer Valley Rd, Phoenix, AZ 85027, USA",Flexential,5.02,18.02,42500.0,109476.0,1850,W Deer Valley Rd,Phoenix,AZ,33.6845177,-112.09833977156488
192,https://datacenters.com/digital-realty-dallas-dfw14,Digital Realty: Dallas DFW14 Data Center,"4849 Alpha Road, Dallas, TX, USA",Digital Realty,9.5,12.43,,125600.0,4849,Alpha Road,Dallas,TX,32.933869200000004,-96.82802116664345
194,https://datacenters.com/involta-tucson,Involta: Tucson Data Center,"1215 East Pennsylvania Street, Tucson, AZ, USA",Involta,,3.73,20000.0,38000.0,1215,East Pennsylvania Street,Tucson,AZ,32.17187227018702,-110.95392027388755
195,https://datacenters.com/first-national-technology-solutions-fnts-omaha,First National Technology Solutions (FNTS): Omaha Data Center,"201 N 16th St, Omaha, NE 68197, USA",First National Technology Solutions (FNTS),4.0,3.11,61000.0,190000.0,201,N 16th St,Omaha,NE,41.26080318367347,-95.93726590816325
196,https://datacenters.com/databridge-sites-silver-spring-washington-d-c,"DataBridge Sites: Silver Spring/Washington, D.C. Data Center","12401 Prosperity Drive, Silver Spring, MD, USA",DataBridge Sites,10.0,14.3,90000.0,214000.0,12401,Prosperity Drive,Silver Spring,MD,39.058622400000004,-76.96411078870383
197,https://datacenters.com/365-nj1-bridgewater-new-jersey,365 Data Centers: NJ1 Bridgewater New Jersey Data Center,"999 Frontier Road, Bridgewater, NJ, USA",365 Data Centers,2.3,21.75,25600.0,,999,Frontier Road,Bridgewater,NJ,40.58144235,-74.5738875019825
198,https://datacenters.com/amazon-aws-iad15-sterling,Amazon AWS: IAD15 Sterling,"22631 Dulles Summit Ct, Sterling, VA, USA",Amazon AWS,,3.11,,99000.0,22631,Dulles Summit Ct,Sterling,VA,38.99173735,-77.44870612877443
199,https://datacenters.com/digital-realty-austin-aus11,Digital Realty: Austin AUS11 Data Center,"7500 Metro Center Drive, Austin, TX, USA",Digital Realty,16.0,1.9,,85688.0,7500,Metro Center Drive,Austin,TX,30.2121195,-97.69589126682894
201,https://datacenters.com/digital-realty-new-york-jfk10,Digital Realty: New York JFK10 Data Center,"111 8th Avenue, New York, NY, USA",Digital Realty,18.5,13.7,,109600.0,111,8th Avenue,New York,NY,40.7408812,-74.0020865
203,https://datacenters.com/lightedge-des-moines-ii-2,LightEdge: Des Moines II Data Center,"1401 Northridge Circle, Altoona, IA 50009, USA",LightEdge,6.1,286.46,,48000.0,1401,Northridge Circle,Altoona,IA,41.666806449999996,-93.45594347669609
205,https://datacenters.com/amazon-aws-5117-hayden-run,Amazon AWS: 5117 Hayden Run,"5117 Hayden Run Rd, Hilliard, OH 43026, USA",Amazon AWS,,13.68,,154000.0,5117,Hayden Run Rd,Hilliard,OH,40.061804049142005,-83.13872012418467
206,https://datacenters.com/element-critical-skybox-houston-one,Element Critical: Skybox Houston One Data Center,"22000 Franz Road, Katy, TX, USA",Element Critical,26.0,27.35,73184.0,118248.0,22000,Franz Road,Katy,TX,29.80167375,-95.8142167
207,https://datacenters.com/cyrusone-cin2-cincinnati-7th-street,CyrusOne: CIN2 Cincinnati 7th Street Data Center,"229 West 7th Street, Cincinnati, OH, USA",CyrusOne,12.0,8.7,212000.0,400000.0,229,West 7th Street,Cincinnati,OH,39.1027886,-84.51792286125507
209,https://datacenters.com/cyrusone-nym2-totowa,CyrusOne: NYM2 Totowa Data Center,"50 Madison Road, Totowa, NJ, USA",CyrusOne,16.0,14.92,50000.0,200000.0,50,Madison Road,Totowa,NJ,40.90675453783676,-74.24208495388162
210,https://datacenters.com/databank-den2-centennial,DataBank: DEN2 Centennial Data Center,"6900 South Peoria Street, Centennial, CO, USA",DataBank,4.0,20.51,31510.0,81900.0,6900,South Peoria Street,Centennial,CO,39.591322,-104.8470456908424
211,https://datacenters.com/digital-realty-new-york-hvn10,Digital Realty: New York HVN10 Data Center,"80 Merritt Boulevard, Trumbull, CT, USA",Digital Realty,15.0,52.82,,228000.0,80,Merritt Boulevard,Trumbull,CT,41.24072805,-73.14741211904382
212,https://datacenters.com/equinix-ch7-westmont,Equinix: CH7 Westmont Data Center,"111 Plaza Drive, Westmont, IL, USA",Equinix,12.0,11.81,28900.0,46743.0,111,Plaza Drive,Westmont,IL,41.81294741231317,-87.97292617575796
213,https://datacenters.com/digital-fortress-north-seattle-lyn,Digital Fortress: North Seattle Data Center - (LYN),"4200 194th St SW, Lynnwood, WA, USA",Digital Fortress,6.0,25.48,13050.0,34600.0,4200,194th St SW,Lynnwood,WA,47.822783,-122.29113838171247
214,https://datacenters.com/aligned-energy-slc-01-salt-lake-city,Aligned Data Centers: SLC-01 Salt Lake City,"3333 West 9000 South, West Jordan, UT, USA",Aligned Data Centers,34.0,13.68,150000.0,300000.0,3333,West 9000 South,West Jordan,UT,40.58791487399346,-112.01901212562954
215,https://datacenters.com/digital-realty-dallas-dfw18,Digital Realty: Dallas DFW18 Data Center,"1210 Integrity Drive, Richardson, TX, USA",Digital Realty,60.0,19.3,240000.0,458500.0,1210,Integrity Drive,Richardson,TX,32.965124,-96.71259896214985
216,https://datacenters.com/equinix-dc15-washington-dc-ibx,Equinix: DC15 Washington DC IBX Data Center,"44780 Performance Circle, Ashburn, VA 20147, U.S.",Equinix,,4.98,,57772.0,44780,Performance Circle,Ashburn,VA,39.02250015,-77.45025584999999
217,https://datacenters.com/lightedge-kansas-city,LightEdge: Kansas City Data Center,"9050 Northeast Underground Drive, Kansas City, MO, USA",LightEdge,2.7,15.54,34280.0,72393.0,9050,Northeast Underground Drive,Kansas City,MO,39.15801210333933,-94.47459651492703
218,https://datacenters.com/stack-infrastructure-atl01-atlanta,Stack Infrastructure: ATL01 Atlanta Data Center,"3200 Webb Bridge Road, Alpharetta, GA, USA",Stack Infrastructure,19.0,31.07,,102500.0,3200,Webb Bridge Road,Alpharetta,GA,34.075905500000005,-84.26431220360183
219,https://datacenters.com/digital-realty-new-york-ewr11,Digital Realty: New York EWR11 Data Center,"3 Corporate Place, Piscataway Township, NJ, USA",Digital Realty,26.0,16.8,135000.0,277000.0,3,Corporate Place,Piscataway Township,NJ,40.553791149999995,-74.45706791394755
221,https://datacenters.com/element-critical-austin-one-2,Element Critical: Austin One Data Center,"8025 N Interstate Hwy 35, Austin, TX 78753, USA",Element Critical,5.0,9.95,,62300.0,8025,N Interstate Hwy 35,Austin,TX,30.3428035,-97.69617382746422
222,https://datacenters.com/telesystem-dc-1-ohio,Telesystem: DC-1 Ohio Data Center,"4818 Angola Road, Toledo, OH, USA",Telesystem,,43.5,1850.0,40000.0,4818,Angola Road,Toledo,OH,41.6256164,-83.65554924550793
224,https://datacenters.com/stream-phoenix-i-vi-goodyear-campus,Stream Data Centers: Phoenix I-VI Goodyear Campus,"2950 South Litchfield Road, Goodyear, AZ, USA",Stream Data Centers,40.5,20.51,,418200.0,2950,South Litchfield Road,Goodyear,AZ,33.4194907,-112.35998843601695
227,https://datacenters.com/digital-realty-atlanta-atl13,Digital Realty: Atlanta ATL13 Data Center,"56 Marietta Street NorthWest, Atlanta, GA, USA",Digital Realty,9.5,8.08,,153000.0,56,Marietta Street NorthWest,Atlanta,GA,33.762757258636405,-84.39693476338218
228,https://datacenters.com/us-signal-5515-nobel-dr,US Signal: 5515 Nobel Dr Data Center,"5515 Nobel Dr, Fitchburg, WI 53711, USA",US Signal,,104.4,,60000.0,5515,Nobel Dr,Fitchburg,WI,42.994753450000005,-89.4233900055643
229,https://datacenters.com/rackspace-ord1-chicago,Rackspace: ORD1 Chicago Data Center,"2200 Busse Road, Elk Grove Village, IL, USA",Rackspace,10.2,3.11,,70843.0,2200,Busse Road,Elk Grove Village,IL,41.994230099999996,-87.96223156699811
230,https://datacenters.com/cologix-col1-columbus,Cologix: COL1 Columbus Data Center,"535 Scherers Court, Columbus, OH, USA",Cologix,,9.95,11000.0,11000.0,535,Scherers Court,Columbus,OH,40.11647609568262,-83.00216667279285
231,https://datacenters.com/365-li1-commack,365 Data Centers: LI1 Commack Data Center,"500 Commack Road, Commack, NY, USA",365 Data Centers,6.0,27.97,,26200.0,500,Commack Road,Commack,NY,40.82205365,-73.2918885158931
232,https://datacenters.com/tonaquint-tonaquint-st-george-1,Tonaquint Datacenters: Tonaquint - St George 1,"1108 West 1600 South, St. George, UT, USA",Tonaquint Datacenters,4.0,1.25,17200.0,28000.0,1108,West 1600 South,St. George,UT,37.08085293522583,-113.60522241338212
233,https://datacenters.com/lumen-dallas-1,Lumen: Dallas 1 Data Center,"3180 Irving Blvd, Dallas, TX, USA",Lumen,12.0,11.19,46070.0,80000.0,3180,Irving Blvd,Dallas,TX,32.8069549,-96.86858877519526
234,https://datacenters.com/databank-sna2-irvine,DataBank: SNA2 Irvine Data Center,"17400 Von Karman Avenue, Irvine, CA, USA",DataBank,8.0,1.25,53150.0,,17400,Von Karman Avenue,Irvine,CA,33.687884499999996,-117.84245228891338
236,https://datacenters.com/databank-sea2-seatac,DataBank: SEA2 SeaTAC Data Center,"3311 South 120th Place, Tukwila, WA, USA",DataBank,1.0,3.11,10200.0,40000.0,3311,South 120th Place,Tukwila,WA,47.4950309,-122.29056965
237,https://datacenters.com/coresite-va3-reston,CoreSite: VA3 Reston Data Center,"12369 Sunrise Valley Drive, Reston, VA, USA",CoreSite,,5.5,,940000.0,12369,Sunrise Valley Drive,Reston,VA,38.9483459,-77.37249201286755
238,https://datacenters.com/ntt-global-ca3-sacramento,NTT Global Data Centers: CA3 Sacramento Data Center,"1625 West National Drive, Sacramento, CA, USA",NTT Global Data Centers,14.0,5.97,64723.0,64723.0,1625,West National Drive,Sacramento,CA,38.652977932743255,-121.48771698263278
239,https://datacenters.com/cologix-col4-columbus,Cologix: COL4 Columbus Data Center,"7500 Alta View Boulevard, Columbus, OH, USA",Cologix,27.0,9.95,,256000.0,7500,Alta View Boulevard,Columbus,OH,40.117825426014456,-83.0007799459351
240,https://datacenters.com/databank-aus1-austin,DataBank: AUS1 - Austin Data Center,"7218 McNeil Drive, Austin, TX, USA",DataBank,0.405,17.4,7870.0,11000.0,7218,McNeil Drive,Austin,TX,30.435985,-97.766046
242,https://datacenters.com/sentinel-ny-1,Sentinel Data Centers: NY-1 Data Center,"155 Corporate Drive, Orangeburg, NY, USA",Sentinel Data Centers,8.0,18.65,,130000.0,155,Corporate Drive,Orangeburg,NY,41.0362636,-73.9876276
243,https://datacenters.com/prime-prime-chicago-1701-midway-ct,Prime Data Centers: Prime Chicago - 1701 Midway Ct.,"1701 Midway Ct, Elk Grove Village, IL, USA",Prime Data Centers,72.0,4.35,162000.0,381141.0,1701,Midway Ct,Elk Grove Village,IL,42.024850464909456,-87.96172075730499
244,https://datacenters.com/digital-realty-northern-virginia-acc4,Digital Realty: Northern Virginia ACC4 Data Center,"44480 Hastings Drive, Ashburn, VA, USA",Digital Realty,36.4,5.0,171200.0,348000.0,44480,Hastings Drive,Ashburn,VA,39.01789585,-77.46253069403024
245,https://datacenters.com/evocative-santa-clara-sjc11,Evocative: Santa Clara Data Center (SJC11),"2151 Mission College Blvd, Santa Clara, CA 95054, USA",Evocative,9.0,4.2,,73000.0,2151,Mission College Blvd,Santa Clara,CA,37.38858276926831,-121.96269568148674
247,https://datacenters.com/stream-minneapolis-ii-chaska,Stream Data Centers: Minneapolis II - Chaska Data Center,"1706 West Creek Lane, Chaska, MN, USA",Stream Data Centers,4.8,21.13,20000.0,56000.0,1706,West Creek Lane,Chaska,MN,44.80610670720174,-93.63455881839572
248,https://datacenters.com/sabey-sdc-columbia,Sabey Data Centers: SDC Columbia Data Center,"4405 Grant Rd, East Wenatchee, WA 98802, USA",Sabey Data Centers,,0.63,,,4405,Grant Rd,East Wenatchee,WA,47.4072906,-120.18949
